utility_median_emply_inc_job, fin_insur_num_jobs_000, pro_tech_servc_median_emply_inc_job, tot_num_jobs_000, whsl_trade_median_emply_inc_job, pro_tech_servc_num_jobs_000, agri_frsty_fish_median_emply_inc_job, admt_supp_num_jobs_000, arts_rec_num_jobs_000, oth_median_emply_inc_job, tot_median_emply_inc_job, cons_median_emply_inc_job, rtl_trade_num_jobs_000, fin_insur_median_emply_inc_job, agri_frsty_fish_num_jobs_000, hlth_care_soc_asst_num_jobs_000, pub_admt_safety_num_jobs_000, utility_num_jobs_000, info_med_telecommunications_num_jobs_000, whsl_trade_num_jobs_000, trns_pstl_whse_num_jobs_000, mining_num_jobs_000, accom_food_median_emply_inc_job, sa2_name, accom_food_num_jobs_000, trns_pstl_whse_median_emply_inc_job, admt_supp_median_emply_inc_job, rent_hiring_rlst_median_emply_inc_job, hlth_care_soc_asst_median_emply_inc_job, mining_median_emply_inc_job, arts_rec_median_emply_inc_job, edu_training_median_emply_inc_job, rtl_trade_median_emply_inc_job, info_med_telecommunications_median_emply_inc_job, cons_num_jobs_000, sa2_main16, manu_num_jobs_000, pub_admt_safety_median_emply_inc_job, oth_num_jobs_000, manu_median_emply_inc_job, rent_hiring_rlst_num_jobs_000, edu_training_num_jobs_000
87711.5,0.07,34179.5,2.574,51055.0,0.174,6845.0,0.262,0.031,17505.5,29253.0,39134.0,0.243,18157.0,0.033,0.21,0.104,0.033,null,0.119,0.116,0.118,6585.5,"Slade Point",0.185,48255.0,15301.0,13846.0,38363.0,130607.0,4042.0,31547.0,22552.0,null,0.297,312021355,0.162,43227.0,0.112,53513.0,0.066,0.178
66897.0,0.14,36657.0,5.635,51027.0,0.354,7176.0,0.517,0.054,22192.0,28405.0,36017.0,0.553,15706.0,0.069,0.464,0.203,0.053,null,0.291,0.308,0.2,9132.0,"South Mackay",0.509,61756.0,10135.0,17370.0,36640.5,121495.0,3418.0,30954.0,21803.0,null,0.609,312021356,0.419,38780.0,0.295,46552.0,0.129,0.283
66636.0,0.17,33619.0,6.408,54118.0,0.487,16188.0,0.481,0.056,28084.0,30745.0,41600.0,0.562,20470.0,0.285,0.381,0.237,0.05,0.029,0.376,0.397,0.434,5309.0,"Walkerston - Eton",0.345,58518.0,14660.0,27492.0,34028.0,144733.0,5303.0,21994.0,17112.0,18643.0,0.637,312021357,0.47,18557.0,0.364,54999.0,0.14,0.342
78707.0,0.11,41842.0,4.525,56952.0,0.364,14618.5,0.396,0.036,20421.0,31743.0,38956.5,0.429,12650.5,0.047,0.472,0.188,0.036,null,0.202,0.253,0.202,7353.0,"West Mackay",0.348,56640.0,8776.0,20535.5,45625.0,128875.5,4889.5,37931.0,13786.0,null,0.393,312021358,0.307,41386.0,0.219,53276.5,0.076,0.301
65957.0,0.246,21000.0,11.547,34901.0,0.534,2927.0,1.066,0.169,12503.5,17992.0,26212.0,0.999,17101.0,0.285,0.434,0.36,0.035,0.039,0.163,0.937,0.352,12368.0,"Airlie - Whitsundays",2.975,22481.0,14342.0,17466.0,29628.0,127811.5,7300.5,20179.0,16560.0,13456.0,1.005,312031359,0.357,35894.0,0.367,29266.0,0.506,0.367
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Cape Conway",null,null,null,null,null,null,null,null,null,null,null,312031360,null,null,null,null,null,null
76816.5,0.143,30409.5,6.028,39140.0,0.311,7230.0,0.434,0.048,17400.0,23449.0,27463.5,0.602,15476.5,0.423,0.404,0.365,0.05,0.027,0.13,0.286,0.229,9344.0,"Proserpine",0.583,22950.0,13120.0,15374.0,34746.5,133688.5,5249.0,34281.0,17079.0,19628.0,0.679,312031361,0.418,32919.0,0.238,42825.5,0.123,0.361
72568.0,0.306,28583.0,8.335,40964.0,0.378,7817.0,0.64,0.103,15625.0,23962.0,30917.5,0.875,11786.0,0.226,0.974,0.395,0.08,0.06,0.302,0.452,0.114,8203.0,"Beachmere - Sandstone Point",0.612,39836.0,9866.0,20174.5,30758.0,91352.0,9122.0,29097.0,21341.5,28835.0,0.957,313011362,0.619,53530.5,0.271,36182.0,0.195,0.488
72388.5,0.359,21814.0,8.248,36542.0,0.48,6394.0,0.558,0.072,16083.5,23205.0,29860.0,0.841,12259.0,0.095,1.095,0.472,0.059,0.045,0.244,0.34,0.127,10648.0,"Bribie Island",0.74,35873.5,10250.0,25528.0,27510.5,97471.0,6999.0,31810.5,20368.0,65260.0,0.82,313011363,0.403,46982.5,0.265,43271.5,0.239,0.705
97057.0,0.099,32434.5,2.772,46655.0,0.102,5249.5,0.209,0.046,16843.0,29556.0,41796.0,0.267,31082.0,0.034,0.301,0.136,0.036,0.024,0.137,0.162,0.034,6832.0,"Burpengary - East",0.175,54608.0,11184.0,25483.0,35825.0,97456.0,6210.0,34561.0,17615.0,47861.5,0.369,313021364,0.198,51159.0,0.105,47141.0,0.069,0.178
67832.0,0.48,23792.0,17.458,33537.0,0.658,3718.0,2.273,0.212,15462.0,16926.0,27124.0,1.667,16936.0,1.321,1.827,0.737,0.143,0.097,0.606,0.827,0.159,7342.5,"Caboolture",1.248,34508.0,5304.0,20470.0,33073.0,76673.0,4455.0,27835.5,20445.0,40702.5,1.545,313021365,1.33,46185.0,0.537,36796.5,0.299,0.881
71557.0,0.354,27031.0,13.45,31814.0,0.479,3932.0,1.787,0.159,14910.0,18456.0,25460.0,1.53,15919.0,0.673,1.425,0.547,0.117,0.069,0.48,0.61,0.097,7660.0,"Caboolture - South",1.046,35456.0,6101.0,23651.0,29711.0,63953.0,4574.0,28159.0,22959.5,35608.5,1.184,313021366,1.003,46466.0,0.458,36692.5,0.253,0.717
79393.0,0.082,29696.0,3.031,31968.0,0.115,4586.0,0.251,0.035,20750.0,21909.0,30843.0,0.298,31774.0,0.217,0.282,0.168,0.035,null,0.104,0.164,0.03,5319.5,"Elimbah",0.209,42391.5,6959.0,18619.0,35193.0,78083.0,1988.0,31600.0,19256.0,null,0.344,313021367,0.193,56592.0,0.13,38835.0,0.055,0.203
67394.0,0.164,36507.0,5.556,35227.0,0.22,3132.0,0.643,0.084,14508.5,22358.0,26962.5,0.623,13880.0,0.136,0.594,0.244,0.045,0.034,0.241,0.292,0.042,6954.0,"Morayfield - East",0.421,38833.0,10008.0,28537.0,33553.0,93003.0,7718.0,31345.0,22912.0,22396.0,0.507,313021368,0.492,48261.0,0.2,41448.5,0.093,0.311
78708.5,0.07,30176.0,3.173,35909.0,0.12,4612.5,0.407,0.053,15876.5,18245.0,35784.0,0.262,19230.0,0.367,0.265,0.16,0.036,null,0.108,0.155,0.048,4480.0,"Wamuran",0.145,36358.5,5712.0,33504.0,38290.0,93540.0,5844.0,38951.0,15607.0,null,0.33,313021369,0.177,46757.0,0.117,28040.0,0.064,0.195
59250.0,0.083,16184.5,3.143,29613.0,0.085,9576.0,0.136,0.026,13305.5,24363.0,20971.0,0.228,13547.0,0.204,0.259,0.187,0.033,null,0.059,0.163,0.047,7535.5,"Kilcoy",0.153,26124.0,7991.0,22500.0,35191.0,77483.5,2271.0,30122.0,17299.0,null,0.221,313031370,0.753,51731.0,0.097,43833.0,0.092,0.21
70685.5,0.124,25220.5,4.248,38564.0,0.198,13428.0,0.273,0.037,13815.0,25942.0,33418.5,0.409,17042.0,0.236,0.447,0.281,0.056,null,0.133,0.2,0.072,9597.0,"Woodford - D'Aguilar",0.281,43230.0,13903.0,28017.0,28908.0,70883.0,5624.0,30674.0,20379.0,null,0.456,313031371,0.345,54371.0,0.14,40447.0,0.098,0.312
76972.0,0.33,26754.0,9.789,43129.5,0.527,6188.0,0.876,0.136,20592.5,27570.0,33437.0,1.061,26399.0,0.113,1.025,0.532,0.102,0.067,0.415,0.529,0.07,7043.0,"Burpengary",0.641,47494.0,10496.0,28889.0,35422.5,75376.5,6799.0,28277.0,22167.0,48564.0,1.034,313041372,0.75,55588.0,0.391,45596.5,0.203,0.684
75151.0,0.415,26215.5,13.307,37484.5,0.503,11247.0,1.399,0.167,17888.0,24369.0,28405.0,1.438,16213.5,0.116,1.71,0.625,0.106,0.088,0.525,0.736,0.071,6538.0,"Deception Bay",1.02,42974.5,10379.5,25841.0,34120.0,78970.0,5536.0,28912.0,21849.0,28310.5,1.245,313041373,1.286,44848.5,0.472,39982.0,0.276,0.74
85406.0,0.098,35000.0,3.613,46454.0,0.212,5793.0,0.255,0.045,26415.0,27093.0,36542.5,0.395,28582.0,0.071,0.355,0.18,0.051,0.033,0.139,0.202,0.032,5962.0,"Morayfield",0.247,40916.5,13775.0,24901.0,39181.0,103517.5,3069.0,30827.0,15647.0,59513.5,0.432,313041374,0.251,60850.0,0.139,44954.0,0.075,0.286
88199.0,0.484,40602.0,13.182,42665.0,0.743,11208.0,1.059,0.164,18448.5,29921.0,35354.5,1.47,35097.0,0.095,1.446,0.782,0.155,0.102,0.634,0.635,0.146,6010.0,"Narangba",0.876,50808.0,13740.0,25442.5,37816.5,88798.5,5855.0,32904.0,20423.0,48782.0,1.337,313041375,1.0,59306.0,0.482,45482.0,0.264,0.928
null,0.057,39863.0,2.066,39205.5,0.1,9522.0,0.151,null,18139.0,27398.0,32154.0,0.221,24885.0,0.028,0.203,0.097,null,null,0.099,0.102,null,6449.0,"Upper Caboolture",0.143,50319.0,10399.0,34294.5,32086.0,null,null,29877.0,18711.0,null,0.308,313041376,0.145,42032.5,0.08,40763.5,0.054,0.149
75875.0,0.202,28756.0,5.787,42163.5,0.287,5225.0,0.478,0.076,18997.5,28785.0,33285.0,0.555,19445.0,0.026,0.735,0.342,0.04,0.052,0.291,0.299,0.052,7145.5,"Clontarf",0.424,49307.0,11002.5,21677.0,39894.0,86569.0,6998.0,36894.0,18995.0,42542.5,0.578,313051377,0.486,50850.0,0.191,38135.5,0.11,0.368
74847.0,0.238,30556.0,7.779,41442.0,0.448,2540.5,0.715,0.135,17544.0,25373.0,28310.0,0.668,21586.0,0.037,1.001,0.446,0.074,0.067,0.295,0.398,0.067,7559.0,"Margate - Woody Point",0.618,47654.0,9936.5,22737.0,38638.5,107619.0,6480.0,32058.5,16429.0,29161.0,0.734,313051378,0.604,51240.0,0.235,42904.0,0.172,0.589
79740.0,0.211,27390.0,6.35,39378.5,0.294,6767.0,0.556,0.106,24103.5,26114.0,31876.5,0.567,20468.0,0.025,0.904,0.345,0.06,0.048,0.253,0.313,0.055,8635.0,"Redcliffe",0.604,51422.0,13466.0,16547.5,34420.0,113838.0,14293.0,29744.0,18381.5,27937.0,0.514,313051379,0.485,50009.0,0.202,40785.5,0.16,0.449
77413.0,0.373,25039.0,10.791,37429.0,0.47,3988.5,0.919,0.165,18240.5,24752.0,28819.0,1.241,16058.0,0.05,1.412,0.506,0.093,0.07,0.431,0.561,0.071,7974.0,"Rothwell - Kippa-Ring",0.927,44862.0,10014.5,18188.5,37752.0,96460.0,6684.0,29209.0,18740.0,19040.0,0.942,313051380,0.907,46643.0,0.386,44690.0,0.217,0.77
74421.0,0.329,35098.0,8.279,51028.0,0.571,6575.0,0.614,0.111,26639.0,28759.0,36562.0,0.699,26892.0,0.04,1.113,0.442,0.061,0.088,0.329,0.415,0.086,8733.0,"Scarborough - Newport - Moreton Island",0.64,52879.5,13325.5,22895.0,35994.0,93484.5,7093.5,26460.0,17168.0,32658.0,0.71,313051542,0.555,54995.0,0.225,46159.0,0.251,0.69
104190.0,0.508,40953.0,12.112,46729.0,0.971,10080.0,0.8,0.267,20085.0,32813.0,40000.0,1.229,41294.0,0.05,1.452,0.971,0.118,0.138,0.53,0.517,0.109,5907.5,"Albany Creek",0.712,53010.0,16782.0,28572.0,40532.5,100085.0,7073.5,33689.5,16220.0,59090.0,0.994,314011382,0.583,66588.5,0.443,52720.0,0.197,1.201
96518.0,0.599,41307.0,14.011,47629.0,1.008,12532.5,0.971,0.225,22284.0,33751.0,41700.5,1.442,41904.0,0.047,1.715,1.183,0.148,0.123,0.654,0.491,0.11,6384.0,"Cashmere",0.776,52483.5,13762.5,26511.0,38882.0,114989.5,6403.5,31570.0,16498.0,33075.0,1.265,314011383,0.875,66376.0,0.582,51496.0,0.283,1.08
78419.0,0.193,47624.5,5.74,44999.0,0.451,13848.0,0.356,0.1,21784.0,31845.5,34768.0,0.497,37232.5,0.075,0.618,0.425,0.07,0.056,0.237,0.273,0.084,5649.0,"Dayboro",0.26,45016.5,14100.0,33017.0,34487.0,105106.5,6100.5,32455.0,18612.0,51000.0,0.598,314011384,0.381,57067.5,0.195,40650.0,0.114,0.542
114268.5,0.274,41328.0,6.291,55239.0,0.487,10712.5,0.392,0.096,23110.0,33967.0,45197.0,0.661,47115.0,0.025,0.737,0.507,0.091,0.071,0.287,0.238,0.052,5652.0,"Eatons Hill",0.376,56775.0,19647.0,28601.0,41251.0,101282.0,6773.0,28280.0,14130.0,57155.0,0.514,314011385,0.326,68912.5,0.198,48631.0,0.098,0.684
103281.5,0.781,48076.0,18.241,46652.0,1.661,7786.0,1.34,0.328,20262.0,33781.0,39871.5,1.565,41548.0,0.065,2.355,1.638,0.169,0.234,0.603,0.634,0.168,8316.5,"The Hills District",1.022,52360.0,16581.5,34798.5,40961.5,111623.0,9132.0,30729.5,17837.5,51818.5,1.383,314011386,0.762,62942.0,0.669,48092.0,0.273,2.087
111125.0,0.313,50000.0,8.191,50125.0,0.946,5962.5,0.484,0.157,18783.0,32256.0,45661.5,0.638,42898.5,0.041,0.98,0.557,0.089,0.136,0.263,0.265,0.129,5370.0,"Samford Valley",0.495,65300.0,18508.5,25000.0,41315.0,140557.0,6842.0,28376.0,10975.0,60000.0,0.655,314011387,0.347,61803.5,0.28,48127.0,0.164,0.923
71239.0,0.614,36051.0,16.605,39301.5,0.862,15300.0,1.673,0.226,20045.5,28212.0,30987.0,1.922,28629.0,0.092,1.851,0.941,0.142,0.116,0.695,0.975,0.106,8676.0,"Dakabin - Kallangur",1.112,44071.0,11025.0,26948.5,34259.0,88201.5,8487.0,32894.0,23821.0,37414.0,1.467,314021388,1.365,53357.0,0.693,43982.0,0.284,1.027
82924.0,0.473,34242.0,12.12,47059.0,0.697,17645.0,1.107,0.187,21497.0,31084.0,37914.0,1.254,33264.0,0.041,1.417,0.756,0.128,0.105,0.573,0.658,0.12,8384.5,"Murrumba Downs - Griffin",0.784,54381.0,12064.0,30605.0,35846.0,91831.0,5521.5,27028.0,23279.0,55061.0,1.114,314021389,0.832,60622.5,0.403,48348.0,0.292,0.846
88522.0,0.867,41482.0,20.291,46430.0,1.355,8022.5,1.778,0.306,21930.0,30858.0,38641.0,2.256,35450.0,0.057,2.486,1.213,0.193,0.191,0.815,0.964,0.27,6672.0,"North Lakes - Mango Hill",1.414,56542.0,12106.0,25621.0,37008.0,109497.0,8115.0,33017.0,19435.0,40349.0,1.697,314021390,1.294,62065.0,0.624,46737.0,0.475,1.438
86934.5,0.272,37176.0,7.303,39350.5,0.398,13217.5,0.714,0.135,22841.0,30599.0,41319.0,0.794,30469.5,0.025,0.877,0.546,0.079,0.076,0.355,0.363,0.05,12063.0,"Bray Park",0.442,47483.0,12424.0,29817.0,36290.0,87973.0,8095.5,29911.0,22655.0,48353.0,0.576,314031391,0.571,56064.0,0.282,42543.0,0.12,0.443
66176.0,0.154,34818.0,4.268,39056.0,0.226,16896.0,0.404,0.051,23894.0,28747.0,34179.5,0.483,30352.5,0.022,0.48,0.284,0.049,0.045,0.173,0.215,0.021,7775.0,"Lawnton",0.291,47750.5,12650.5,37790.5,34366.0,76306.0,10058.0,33351.5,21250.0,47426.0,0.378,314031392,0.316,57038.0,0.178,33921.0,0.071,0.302
77798.0,0.267,40655.5,6.727,39988.0,0.42,17209.0,0.563,0.124,26996.5,29615.0,34165.5,0.742,33619.0,0.025,0.732,0.443,0.074,0.063,0.266,0.3,0.049,7474.5,"Petrie",0.418,51777.5,15836.0,26509.5,38015.0,97324.5,6122.0,33514.5,19752.0,66298.0,0.567,314031393,0.437,57977.5,0.274,42437.0,0.135,0.598
73713.0,0.34,33162.0,8.814,36783.0,0.495,19506.5,0.911,0.131,17165.0,26426.0,31216.5,0.946,26899.0,0.037,0.99,0.556,0.076,0.064,0.427,0.394,0.043,8913.0,"Strathpine - Brendale",0.604,43513.0,11433.5,17312.0,34120.5,84020.0,5603.0,32377.5,21566.0,41518.0,0.73,314031394,0.73,54902.0,0.362,43533.0,0.147,0.549
null,null,null,0.447,null,null,null,0.03,null,null,10594.0,1854.0,0.069,null,null,0.044,0.131,null,null,null,null,null,null,"Aurukun",null,null,4713.5,null,31424.0,null,null,10236.0,4329.0,null,0.038,315011395,null,22544.0,null,null,null,0.065
29924.0,0.08,13336.0,4.459,7920.0,0.195,11483.0,0.235,0.066,5539.5,12489.5,7787.0,0.223,4547.0,0.518,0.368,0.672,0.033,null,0.124,0.092,0.085,5801.0,"Cape York",0.354,11493.0,7352.5,8464.0,40272.0,89751.0,8836.0,7019.5,10634.0,null,0.318,315011396,0.089,35156.5,0.199,8844.0,0.105,0.55
null,null,null,0.604,null,null,7168.0,0.019,null,21984.0,16000.0,15466.5,null,null,0.129,null,0.13,null,null,null,null,null,10926.5,"Croydon - Etheridge",0.076,null,10670.5,null,null,null,null,14785.5,null,null,0.047,315011397,null,53927.0,0.023,null,null,0.058
null,null,null,0.769,null,null,null,0.047,0.046,null,10762.0,1818.0,null,null,null,0.116,0.336,null,null,null,null,null,1812.0,"Kowanyama - Pormpuraaw",0.028,null,3291.0,null,11520.0,null,4698.0,7818.0,null,null,0.021,315011398,null,16013.5,null,null,null,0.106
null,null,36622.0,1.232,null,0.04,null,null,null,12710.0,17200.0,3687.5,0.038,null,null,0.246,0.323,null,null,null,null,null,4399.0,"Northern Peninsula",0.11,null,null,null,28002.0,null,null,17457.0,10171.0,null,0.153,315011399,null,35406.0,0.026,null,null,0.202
null,0.07,14616.0,3.874,14038.5,0.074,3011.0,0.227,0.023,16469.0,8638.0,21531.5,0.265,8926.0,1.265,0.225,0.164,null,null,0.146,0.134,0.129,5563.0,"Tablelands",0.236,18271.5,7378.5,4872.0,28289.5,63813.5,3389.0,19765.5,7685.0,null,0.169,315011400,0.147,49627.0,0.106,13947.0,0.09,0.233
null,null,30975.0,2.261,6435.5,0.057,2617.0,0.085,null,20678.0,31440.0,17819.5,0.204,null,0.054,0.456,0.436,null,null,0.03,0.119,null,10747.0,"Torres",0.171,33086.0,9571.5,1671.5,49807.5,null,null,37377.5,11937.0,null,0.106,315011401,null,62804.0,0.06,null,0.051,0.315
null,null,29246.0,0.698,null,0.023,null,null,null,null,28859.0,null,0.109,null,null,0.078,0.228,null,null,null,0.022,null,null,"Torres Strait Islands",null,5667.0,null,null,40615.0,null,null,28564.0,14807.0,null,null,315011402,null,39317.5,null,null,null,0.152
null,0.028,65628.0,2.568,null,0.078,null,0.075,null,19712.0,52046.0,20547.0,0.13,20768.0,null,0.187,0.091,null,null,null,0.104,0.826,9500.0,"Weipa",0.231,48821.0,16233.0,23021.5,50512.0,106428.0,null,33077.0,9711.0,null,0.177,315011403,0.161,36408.5,0.078,71865.0,0.035,0.302
null,0.07,14191.0,2.921,7388.0,0.052,7483.5,0.143,0.028,7506.0,12587.0,10247.5,0.248,5700.0,0.267,0.3,0.414,null,null,0.05,0.102,0.069,7125.0,"Carpentaria",0.142,17769.0,7435.0,13809.5,28791.0,69497.0,8418.0,12852.5,6495.0,null,0.168,315021404,0.029,34958.0,0.262,12782.5,0.079,0.335
97914.0,0.244,41255.5,16.152,59717.0,0.509,7460.0,1.665,0.083,23705.5,36970.5,35053.0,1.289,18510.0,0.19,1.522,0.835,0.129,0.056,0.447,0.504,3.185,7749.0,"Mount Isa",1.473,27815.0,10812.0,24415.0,37374.5,119160.0,3988.0,33907.5,14004.5,37867.5,0.887,315021405,0.874,54948.0,0.588,72428.5,0.215,1.098
77974.0,0.053,21578.0,2.736,34426.5,0.033,18924.0,0.2,0.018,13913.0,26677.0,48000.0,0.238,16161.0,0.343,0.173,0.227,0.024,null,0.055,0.21,0.343,10981.0,"Mount Isa Region",0.193,64853.5,15582.0,null,30142.0,73515.0,6566.0,21678.0,13893.0,null,0.203,315021406,0.091,47234.0,0.066,25733.0,null,0.173
95754.5,0.038,22716.5,2.141,27136.0,0.067,15090.0,0.076,null,9930.0,22289.5,22315.5,0.136,24060.0,0.455,0.134,0.346,0.021,null,0.039,0.141,0.034,6012.0,"Northern Highlands",0.15,61064.0,8942.0,12699.0,30242.5,56015.0,null,20091.0,13543.0,null,0.12,315021407,0.054,50725.0,0.054,26000.0,0.031,0.132
80473.0,0.054,40295.0,3.208,19918.0,0.095,10963.5,0.102,0.044,14733.0,19500.0,35585.5,0.29,11592.5,0.601,0.312,0.475,0.05,null,0.08,0.134,0.045,3750.0,"Barcaldine - Blackall",0.17,31500.0,4770.0,16944.0,38520.5,62188.0,3868.0,21973.5,10946.0,null,0.177,315031408,0.086,49308.5,0.058,13848.0,0.049,0.307
null,0.075,24483.0,3.452,26402.5,0.1,6117.0,0.159,0.028,24276.0,17852.5,41571.0,0.432,17360.0,0.438,0.417,0.348,null,null,0.069,0.139,0.03,6513.0,"Charleville",0.22,30447.0,9785.0,10544.0,44811.0,67205.0,2553.0,22647.0,9075.0,null,0.161,315031409,0.285,45648.5,0.108,32094.0,0.047,0.28
null,null,null,1.509,33743.0,null,18061.0,0.051,0.032,null,20592.0,46614.0,0.122,null,0.306,0.082,0.364,null,null,0.026,0.059,0.022,6221.0,"Far Central West",0.151,32869.0,8276.0,null,41803.0,37167.0,12115.0,15392.0,13592.0,null,0.048,315031410,null,52670.0,null,null,null,0.105
null,0.03,24000.0,1.89,28414.0,0.038,5766.0,0.064,null,19810.0,16877.5,20140.0,0.161,14617.0,0.461,0.166,0.231,null,null,0.048,0.101,null,5181.0,"Far South West",0.094,18000.0,9080.5,4431.5,38874.0,null,null,23948.0,10094.5,null,0.089,315031411,null,57406.0,0.036,null,0.037,0.161
null,0.075,36015.5,3.287,17410.0,0.092,5487.5,0.095,0.095,22548.0,19281.0,30975.0,0.391,24352.0,0.437,0.362,0.393,null,0.027,0.058,0.139,0.031,3613.0,"Longreach",0.336,23799.5,7833.0,null,49372.5,52137.0,8873.0,28584.0,12554.0,46464.0,0.186,315031412,0.086,52689.0,0.088,15064.5,null,0.289
77241.0,0.512,26376.0,10.927,38966.0,0.783,4970.0,0.686,0.158,15270.0,22761.0,26950.0,1.131,19180.0,0.16,1.595,0.489,0.084,0.143,0.261,0.329,0.139,6969.5,"Buderim - North",0.883,34758.0,11379.0,25636.0,37017.0,95690.5,8402.0,30622.5,16728.5,37452.5,0.891,316011413,0.477,36456.5,0.38,33966.5,0.284,1.142
79767.0,0.505,31231.5,11.661,29191.5,0.787,7046.0,0.766,0.168,13730.5,22416.0,35000.0,1.357,28867.0,0.101,1.569,0.479,0.08,0.128,0.297,0.317,0.151,5871.5,"Buderim - South",1.025,21238.0,10460.5,19853.5,35304.5,111510.5,5293.5,35205.0,14877.0,30041.0,0.994,316011414,0.472,49291.0,0.386,36400.0,0.362,1.284
46291.0,0.422,29139.5,7.898,35132.5,0.493,9050.0,0.563,0.122,17320.5,23084.0,33919.0,0.998,37640.0,0.061,0.902,0.286,0.056,0.095,0.197,0.239,0.149,7873.0,"Mountain Creek",0.802,34264.5,12414.0,23421.0,35079.0,100808.0,4325.0,33672.0,16646.0,34762.0,0.785,316011415,0.364,50597.0,0.283,32025.0,0.212,0.592
86207.5,0.293,15490.0,6.563,25609.0,0.367,3076.0,0.471,0.089,14028.0,17397.0,38994.0,0.947,22284.0,0.1,0.745,0.222,0.035,0.066,0.161,0.159,0.098,6461.0,"Sippy Downs",0.763,19885.0,6879.0,26028.5,27975.0,105756.0,3668.0,23163.5,15595.0,27820.0,0.532,316011416,0.294,43786.0,0.233,28698.0,0.176,0.583
61380.5,0.295,26098.0,6.721,35925.0,0.352,7655.0,0.458,0.095,14334.5,23175.5,33975.0,0.793,14076.5,0.051,0.86,0.299,0.063,0.052,0.152,0.206,0.106,7869.5,"Aroona - Currimundi",0.568,37096.5,11839.0,17002.0,34137.0,95612.0,7485.0,32186.0,18206.0,46731.0,0.751,316021417,0.365,51832.0,0.239,33555.5,0.189,0.628
70763.0,0.222,32870.5,4.677,33084.0,0.281,17813.5,0.323,0.077,10803.5,21335.0,30712.5,0.534,26248.0,0.068,0.496,0.148,0.04,0.035,0.111,0.18,0.051,7118.5,"Buddina - Minyama",0.482,37444.0,12753.0,20465.0,37270.5,124649.5,10465.0,28906.0,13620.0,40193.0,0.522,316021418,0.213,53649.0,0.149,35722.0,0.161,0.37
71920.0,0.175,20035.0,4.38,30720.0,0.259,3759.5,0.371,0.074,18022.0,18658.0,27680.0,0.492,16109.0,0.075,0.555,0.2,0.03,0.025,0.114,0.126,0.042,8684.5,"Caloundra - Kings Beach",0.532,31168.0,9175.0,19209.5,27870.0,88269.0,15157.0,24903.5,15766.0,23958.0,0.368,316021419,0.178,45901.0,0.144,19662.5,0.129,0.306
75519.0,0.556,28031.0,11.735,32301.0,0.648,4824.0,0.914,0.187,15458.0,23560.0,36439.5,1.373,25748.0,0.127,1.501,0.53,0.109,0.069,0.325,0.362,0.212,8627.5,"Caloundra - West",0.979,29519.0,9774.0,22654.0,33981.5,95700.0,9390.0,32938.0,16766.0,23278.0,1.154,316021420,0.603,53560.5,0.4,34560.0,0.303,0.945
61745.0,0.309,21564.5,6.376,38498.0,0.429,8912.0,0.463,0.101,19523.0,22611.0,36866.5,0.682,16203.5,0.042,0.808,0.32,0.059,0.058,0.17,0.224,0.101,8353.5,"Golden Beach - Pelican Waters",0.532,33104.0,7134.0,17673.0,35610.0,119940.5,8745.5,31271.0,17239.5,29099.5,0.606,316021421,0.3,50231.0,0.184,31742.5,0.19,0.491
76628.0,0.22,27631.0,5.071,34862.5,0.311,7159.0,0.374,0.086,18847.5,23039.0,31191.0,0.501,15798.0,0.037,0.696,0.258,0.034,0.037,0.136,0.147,0.05,8012.0,"Moffat Beach - Battery Hill",0.405,32794.0,8774.0,18553.5,38027.0,110033.0,7399.0,34869.0,12432.5,27447.0,0.525,316021422,0.252,50267.0,0.137,28250.0,0.146,0.529
82149.0,0.339,29900.0,6.691,32341.0,0.438,7550.0,0.499,0.106,18665.0,23536.0,32383.0,0.727,29534.0,0.054,0.796,0.292,0.039,0.071,0.196,0.22,0.111,7434.0,"Parrearra - Warana",0.628,37506.5,10893.0,18541.0,34474.0,106417.5,6620.0,29901.0,17768.5,32517.5,0.695,316021423,0.31,41030.0,0.212,39392.0,0.233,0.503
77687.0,0.315,29589.0,5.421,27787.0,0.342,9806.5,0.395,0.075,15656.0,24499.5,36475.0,0.597,30366.0,0.039,0.686,0.207,0.042,0.05,0.15,0.139,0.1,7265.0,"Wurtulla - Birtinya",0.416,19509.0,12060.5,26315.5,36895.5,90320.0,12123.0,27841.5,15622.0,39493.0,0.645,316021424,0.212,46379.0,0.187,38037.0,0.183,0.438
77227.0,0.345,25662.0,10.267,34314.5,0.596,6401.0,0.696,0.163,15151.0,22539.5,32834.0,1.094,21101.0,0.068,1.377,0.417,0.069,0.082,0.269,0.259,0.163,9179.0,"Coolum Beach",1.1,37617.0,9515.0,20400.0,35437.0,103179.0,10405.5,30692.0,17108.0,42562.0,1.078,316031425,0.377,36915.5,0.317,37400.0,0.32,1.015
71379.0,0.351,25792.0,8.036,29278.5,0.472,6117.0,0.557,0.125,13230.0,21123.0,26204.0,0.932,20211.5,0.083,0.965,0.312,0.078,0.078,0.168,0.273,0.112,8600.0,"Marcoola - Mudjimba",0.795,29077.0,12766.0,13900.0,35911.0,90923.0,8383.0,25739.0,16045.0,21865.0,0.834,316031426,0.352,42603.0,0.295,33920.0,0.279,0.658
