utility_median_emply_inc_job, fin_insur_num_jobs_000, pro_tech_servc_median_emply_inc_job, tot_num_jobs_000, whsl_trade_median_emply_inc_job, pro_tech_servc_num_jobs_000, agri_frsty_fish_median_emply_inc_job, admt_supp_num_jobs_000, arts_rec_num_jobs_000, oth_median_emply_inc_job, tot_median_emply_inc_job, cons_median_emply_inc_job, rtl_trade_num_jobs_000, fin_insur_median_emply_inc_job, agri_frsty_fish_num_jobs_000, hlth_care_soc_asst_num_jobs_000, pub_admt_safety_num_jobs_000, utility_num_jobs_000, info_med_telecommunications_num_jobs_000, whsl_trade_num_jobs_000, trns_pstl_whse_num_jobs_000, mining_num_jobs_000, accom_food_median_emply_inc_job, sa2_name, accom_food_num_jobs_000, trns_pstl_whse_median_emply_inc_job, admt_supp_median_emply_inc_job, rent_hiring_rlst_median_emply_inc_job, hlth_care_soc_asst_median_emply_inc_job, mining_median_emply_inc_job, arts_rec_median_emply_inc_job, edu_training_median_emply_inc_job, rtl_trade_median_emply_inc_job, info_med_telecommunications_median_emply_inc_job, cons_num_jobs_000, sa2_main16, manu_num_jobs_000, pub_admt_safety_median_emply_inc_job, oth_num_jobs_000, manu_median_emply_inc_job, rent_hiring_rlst_num_jobs_000, edu_training_num_jobs_000
55446.0,0.362,26871.0,7.346,36435.5,0.388,null,0.899,0.088,13757.0,23400.0,24234.0,0.729,40627.0,null,0.654,0.312,0.032,0.091,0.425,0.458,null,9149.5,"Fairfield - East",0.497,45028.0,9066.0,28154.0,29200.0,null,13785.0,17793.5,18004.5,46717.0,0.426,125031480,0.888,35007.0,0.223,41938.0,0.113,0.384
68583.5,0.633,30208.0,12.761,36046.0,0.742,7759.0,1.769,0.199,19014.0,21780.0,30383.0,1.288,42022.0,0.037,1.49,0.571,0.057,0.168,0.641,0.491,null,9178.0,"Granville - Clyde",1.283,42251.0,9275.0,20000.0,31373.0,null,6185.0,23374.5,17227.5,42523.0,0.771,125031481,0.789,40084.0,0.361,39869.0,0.202,0.602
80516.5,1.166,42461.5,17.171,52855.0,1.142,null,1.512,0.261,31352.0,35877.5,40000.0,1.692,53597.5,null,1.73,1.028,0.155,0.257,1.091,0.828,0.024,7564.0,"Greystanes - Pemulwuy",1.036,54287.0,13974.0,31867.0,39499.0,81352.5,7887.0,41114.0,20260.0,51570.0,1.292,125031482,1.213,53018.0,0.446,56780.0,0.291,1.299
61757.0,0.495,30557.0,9.451,37391.0,0.474,3232.0,1.115,0.136,18590.0,22424.0,25250.0,0.997,40192.0,0.019,0.934,0.522,0.063,0.149,0.523,0.437,null,7817.5,"Guildford - South Granville",0.68,37000.0,10257.5,32241.0,29287.5,null,8202.0,18739.0,17645.0,33464.0,0.747,125031483,0.626,31972.0,0.254,38168.0,0.141,0.541
53582.5,0.649,33932.0,11.553,44017.0,0.681,25000.0,1.322,0.17,23328.0,27546.0,33514.5,1.231,44342.0,0.019,1.188,0.582,0.071,0.177,0.646,0.579,null,8989.0,"Guildford West - Merrylands West",0.839,47839.5,10625.0,34545.5,33848.5,null,9686.0,24303.0,19319.0,41271.0,0.845,125031484,0.836,34776.0,0.317,42111.0,0.172,0.691
65339.5,0.949,35403.0,16.635,41997.5,1.058,6154.0,1.956,0.212,22778.0,26956.0,32556.0,1.751,48342.5,0.055,1.749,0.879,0.107,0.242,0.982,0.707,null,8560.0,"Merrylands - Holroyd",1.322,46822.5,9470.0,24266.0,33825.0,null,7953.0,25287.0,20690.0,49018.0,1.146,125031485,1.097,43988.0,0.414,46880.0,0.231,0.945
null,null,null,0.074,null,null,null,null,null,null,36250.0,null,null,null,null,null,null,null,null,null,null,null,null,"Smithfield Industrial",null,null,null,null,null,null,null,null,null,null,null,125031486,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Yennora Industrial",null,null,null,null,null,null,null,null,null,null,null,125031487,null,null,null,null,null,null
71682.0,1.033,45535.0,15.663,46479.0,1.628,5495.0,1.863,0.245,21682.0,29755.0,31968.0,1.412,52988.0,0.032,1.728,0.849,0.071,0.333,0.943,0.48,null,9064.0,"North Parramatta",1.179,48237.0,11611.0,29114.0,33272.0,null,12687.0,34009.5,18738.0,50886.0,0.688,125041489,0.804,59596.5,0.449,45556.5,0.251,1.078
101148.0,0.324,45788.0,5.36,56056.0,0.539,null,0.337,0.073,27447.0,36031.5,49904.5,0.461,60246.5,null,0.607,0.291,0.049,0.14,0.389,0.146,null,7437.0,"North Rocks",0.286,51697.0,16963.0,32568.0,41472.0,null,6876.0,30810.0,16928.0,49695.5,0.276,125041490,0.298,52837.0,0.158,62344.0,0.11,0.611
97603.0,0.945,51858.0,14.95,50480.5,1.802,null,1.653,0.208,22045.5,34049.0,41517.5,1.227,56791.5,null,2.286,0.713,0.069,0.34,0.784,0.455,null,8308.0,"Northmead",0.992,50398.0,13080.5,22360.5,42720.0,null,14019.0,30015.0,20888.0,56352.0,0.619,125041491,0.752,57014.0,0.324,53502.0,0.205,1.028
75549.0,1.181,50415.0,23.35,35048.0,3.843,4081.0,3.678,0.322,17810.0,23577.0,30127.0,2.222,51176.0,0.083,2.011,0.763,0.08,0.385,1.224,0.703,null,8436.0,"Parramatta - Rosehill",2.45,40009.0,7782.5,21000.0,26417.0,null,8020.0,25122.5,18051.0,43964.0,0.664,125041492,1.139,51384.0,0.536,38554.0,0.3,0.825
85356.0,0.847,36552.0,15.232,46211.0,1.271,7968.0,1.649,0.19,21558.0,31200.0,37731.0,1.359,46106.0,0.046,1.9,0.925,0.124,0.276,0.959,0.645,null,8698.0,"Toongabbie - Constitution Hill",0.884,53653.0,11591.0,35662.0,40365.5,null,6516.0,31804.0,20029.0,51038.0,0.885,125041493,0.892,59686.0,0.413,48313.0,0.226,1.22
97920.0,0.473,47302.5,7.351,54913.5,0.628,null,0.514,0.131,29748.0,39544.5,45927.5,0.642,60709.5,null,0.81,0.487,0.046,0.178,0.526,0.206,null,7960.0,"Winston Hills",0.411,58632.0,16414.0,42257.0,44615.0,null,6302.5,36225.0,20012.0,66926.5,0.494,125041494,0.485,61260.0,0.237,63349.0,0.137,0.671
73649.0,0.488,48319.0,8.107,43804.0,0.737,24169.0,1.084,0.075,23377.0,32394.5,31200.0,0.714,53203.0,0.026,0.94,0.384,0.053,0.133,0.551,0.382,null,8700.0,"Pendle Hill - Girraween",0.49,50494.5,10052.5,35127.5,37825.5,null,17330.0,32205.5,24296.0,56496.0,0.394,125041588,0.604,57213.0,0.208,50521.5,0.097,0.434
84800.0,0.614,47364.0,11.024,43263.5,1.312,null,1.471,0.107,25274.5,29144.0,35000.0,1.006,53909.0,null,1.431,0.541,0.063,0.226,0.592,0.422,null,7486.0,"Wentworthville - Westmead",0.857,51283.0,10646.0,31619.0,38281.0,null,9735.5,24945.5,19462.0,57397.5,0.408,125041589,0.583,57054.0,0.247,46177.0,0.131,0.57
113945.0,1.288,48582.5,18.795,54249.5,2.81,5989.0,1.341,0.251,20800.0,32103.0,39555.0,1.517,66644.0,0.036,2.129,0.9,0.093,0.63,1.157,0.419,null,7414.0,"Epping - North Epping",1.248,58349.0,16271.0,32953.5,36400.0,null,7755.5,25778.0,15444.5,64141.5,0.657,126011495,0.77,50548.5,0.524,56287.0,0.348,1.983
110495.0,0.989,51737.0,14.736,64943.0,1.959,12733.0,0.976,0.198,26473.0,34907.5,39889.0,1.135,70479.5,0.059,1.763,0.756,0.09,0.476,0.842,0.257,0.033,5831.0,"Pennant Hills - Cheltenham",0.814,62051.0,17195.0,39970.0,38039.0,71511.5,9438.0,24657.0,14946.5,65545.5,0.603,126011496,0.689,55358.0,0.406,60134.0,0.267,1.887
108033.0,1.108,43287.5,17.489,46040.0,2.163,3068.5,1.331,0.193,18456.5,27183.5,37795.5,1.485,55650.0,0.072,2.009,0.826,0.08,0.514,1.089,0.427,null,8791.0,"Eastwood - Denistone",1.541,51604.0,13200.0,29375.0,32635.5,null,6503.5,19190.0,16833.0,61522.0,0.709,126021497,0.845,52840.0,0.48,47293.0,0.326,1.531
101538.0,0.757,49999.5,10.418,56945.5,1.29,5736.0,0.81,0.214,27638.0,37493.0,49367.0,0.863,77005.0,0.03,1.105,0.505,0.04,0.391,0.619,0.237,null,10645.0,"Gladesville - Huntleys Point",0.687,54115.0,18222.5,40421.0,43165.5,null,10252.5,28903.0,19966.5,45516.0,0.509,126021498,0.455,54147.0,0.333,58086.0,0.233,0.912
51745.5,0.526,51135.5,6.542,64576.0,0.846,10567.0,0.458,0.119,28704.0,35742.5,52271.0,0.47,88166.0,0.02,0.714,0.238,0.035,0.234,0.376,0.116,null,7141.0,"Hunters Hill - Woolwich",0.395,64807.0,14266.0,51145.0,45101.0,null,11470.0,19268.0,16081.0,50319.0,0.267,126021499,0.247,48071.5,0.222,68242.0,0.225,0.63
76680.5,0.936,49312.5,15.108,57042.0,2.27,15725.0,1.2,0.163,19115.0,28071.5,44939.5,1.422,49360.0,0.039,1.507,0.528,0.042,0.571,1.118,0.294,null,6008.0,"Macquarie Park - Marsfield",1.413,49173.0,16344.0,24907.0,33473.5,null,6944.0,19729.0,14668.0,61692.0,0.482,126021500,0.605,46931.0,0.401,46326.0,0.239,1.416
97887.0,0.633,52745.0,8.833,58575.0,1.172,null,0.634,0.138,30693.0,34997.0,44528.0,0.816,67612.5,null,0.893,0.449,0.046,0.346,0.537,0.211,null,7378.0,"North Ryde - East Ryde",0.578,58070.0,17032.5,37881.5,38412.0,null,5496.0,27955.0,16344.0,64557.0,0.397,126021501,0.386,51321.5,0.28,57692.0,0.162,0.831
83179.0,0.981,46165.0,14.59,48285.0,1.883,5470.5,1.331,0.202,22800.0,31558.0,40796.5,1.277,60466.0,0.064,1.55,0.728,0.084,0.436,0.946,0.408,null,8449.0,"West Ryde - Meadowbank",1.161,52360.0,15519.0,28730.0,36979.0,null,10203.0,25232.0,18960.0,50394.0,0.623,126021503,0.7,54762.0,0.382,46939.0,0.247,1.023
69544.5,0.185,46095.5,3.003,52961.0,0.35,null,0.214,0.059,26912.0,34658.0,42393.0,0.273,65775.0,null,0.324,0.12,0.024,0.095,0.185,0.065,null,8500.0,"Putney",0.19,67447.0,15921.0,33777.0,44285.0,null,11382.5,30761.0,18037.5,46995.0,0.179,126021590,0.123,37888.0,0.08,57032.5,0.112,0.272
86960.0,1.149,47242.0,18.186,52086.5,1.985,2466.5,1.557,0.277,24546.0,32736.0,37818.5,1.702,60251.0,0.037,1.993,0.843,0.085,0.617,1.208,0.479,null,8288.0,"Ryde",1.476,55223.0,15285.0,33413.5,38407.0,null,13458.0,33672.0,18720.0,53999.0,0.913,126021591,0.866,49693.0,0.566,52513.5,0.406,1.3
26605.5,0.303,24535.0,7.815,41838.5,0.264,19892.5,1.163,0.088,15705.0,21400.0,23854.0,0.729,35017.0,0.037,0.67,0.318,0.071,0.052,0.428,0.505,null,7760.0,"Ashcroft - Busby - Miller",0.644,41217.5,8221.0,20937.0,34048.0,null,7228.0,16970.0,20138.5,37145.5,0.581,127011504,0.906,38458.5,0.252,38773.0,0.113,0.33
74225.5,0.163,29086.0,5.324,41937.0,0.276,23816.0,0.419,0.073,26480.0,28899.0,38020.0,0.515,28920.0,0.157,0.325,0.241,0.053,0.031,0.316,0.385,null,7792.0,"Austral - Greendale",0.285,40720.0,12996.5,30360.0,31848.0,null,11433.0,29729.0,19607.5,18085.5,0.656,127011505,0.382,42690.0,0.226,45960.5,0.166,0.345
74344.0,0.451,38666.0,9.19,49531.0,0.491,21226.5,0.752,0.156,26597.0,34296.0,42803.0,0.877,43610.5,0.107,0.697,0.606,0.077,0.083,0.545,0.566,null,7150.0,"Cobbitty - Leppington",0.431,47655.0,12309.0,28735.0,35699.5,null,12342.0,37997.0,23656.5,23056.5,0.928,127011506,0.706,65127.0,0.366,52174.0,0.254,0.679
null,null,null,0.142,null,null,null,null,null,null,18862.0,null,null,null,null,null,null,null,null,null,null,null,null,"Badgerys Creek",null,null,null,null,null,null,null,null,null,null,null,127011592,null,null,null,null,null,null
80824.5,0.259,38465.5,4.779,52298.0,0.268,null,0.436,0.063,24330.0,32811.0,37492.5,0.548,49268.5,null,0.378,0.286,0.034,0.07,0.314,0.228,null,8114.0,"Cecil Hills",0.275,49999.0,16178.0,26221.0,41094.0,null,5267.0,34810.5,18894.0,28255.0,0.39,127011593,0.455,54202.0,0.138,48998.5,0.077,0.322
61783.0,0.406,34268.0,7.846,40683.0,0.392,25781.5,0.942,0.067,18200.0,29186.5,35955.0,0.78,41320.5,0.032,0.704,0.329,0.044,0.082,0.467,0.428,null,9388.0,"Green Valley",0.535,41000.0,10843.0,28981.0,36162.0,null,8939.0,33023.0,20000.0,33967.0,0.558,127011594,0.953,43003.0,0.23,46319.0,0.124,0.423
73396.0,0.38,32456.0,7.524,45687.0,0.345,null,0.866,0.076,26152.0,31851.0,36400.0,0.814,43018.5,null,0.73,0.387,0.074,0.12,0.431,0.496,null,7842.0,"Hinchinbrook",0.476,48562.0,13572.0,38845.5,37181.5,null,14174.0,33868.0,21421.0,47617.5,0.492,127011595,0.759,47229.5,0.202,49104.0,0.113,0.437
67226.0,0.406,39506.0,7.141,46568.0,0.328,null,0.807,0.083,21850.0,33949.5,40958.0,0.739,48732.0,null,0.708,0.377,0.051,0.094,0.398,0.474,null,8801.0,"Hoxton Park - Carnes Hill - Horningsea Park",0.45,56402.0,11361.5,30000.0,39777.0,null,11451.0,44707.5,20595.5,54677.0,0.428,127011596,0.706,53187.5,0.207,50056.5,0.116,0.465
72933.0,0.577,41946.0,9.651,50212.5,0.548,4911.0,0.945,0.087,25623.0,35877.0,43342.0,1.078,46528.0,0.025,0.873,0.487,0.09,0.13,0.61,0.529,null,7638.0,"West Hoxton - Middleton Grange",0.553,48315.5,13179.0,41798.0,39554.0,null,18569.0,42880.5,22080.0,47767.5,0.751,127011597,0.882,61205.5,0.255,50623.0,0.171,0.654
38451.0,0.47,32847.5,9.377,39230.0,0.492,19277.0,1.139,0.134,21494.0,28376.0,37960.0,1.004,42393.0,0.059,0.678,0.416,0.067,0.11,0.55,0.554,null,7577.5,"Bonnyrigg Heights - Bonnyrigg",0.634,45059.0,10947.0,32883.0,37975.0,null,9926.0,30774.0,18392.0,44760.0,0.648,127021509,1.106,45459.0,0.351,43079.5,0.123,0.462
73087.0,0.654,33800.0,11.786,48204.5,0.693,5237.0,1.147,0.157,25057.0,31883.5,38729.0,1.291,44706.0,0.026,0.933,0.713,0.089,0.155,0.681,0.568,null,7637.0,"Bossley Park - Abbotsbury",0.768,45664.5,14796.0,33137.5,40334.5,null,9717.5,34528.5,21363.0,51308.5,0.927,127021510,1.026,44172.5,0.356,47217.0,0.211,0.858
29795.5,0.463,30000.0,12.584,31791.5,0.511,20648.5,1.518,0.137,12349.5,22232.0,28800.0,1.225,42548.5,0.126,0.817,0.363,0.151,0.115,0.743,0.606,null,10958.0,"Cabramatta - Lansvale",1.12,33672.0,11725.0,27892.0,32186.0,null,6257.0,19022.5,17278.5,42000.0,0.766,127021511,2.159,38146.0,0.576,38130.5,0.166,0.413
64177.0,0.358,31509.5,8.819,39459.0,0.355,24527.0,1.157,0.125,16050.0,25780.0,32009.0,0.859,40505.0,0.051,0.677,0.355,0.08,0.078,0.521,0.51,null,10799.5,"Cabramatta West - Mount Pritchard",0.641,36554.0,11598.0,21734.0,35711.0,null,7796.0,23194.5,20118.5,38353.0,0.584,127021512,1.186,40507.0,0.316,42007.0,0.139,0.413
29762.0,0.528,28608.0,11.106,37074.0,0.575,17250.0,1.417,0.148,13965.0,24410.0,35568.0,1.062,41558.5,0.064,0.821,0.33,0.084,0.116,0.62,0.558,null,10067.0,"Canley Vale - Canley Heights",0.83,38578.5,10973.0,18954.0,31457.0,null,13613.0,18682.5,16854.0,36153.0,0.718,127021513,1.791,48288.0,0.427,40734.0,0.153,0.418
70620.0,0.314,34246.0,6.01,42979.0,0.324,27030.0,0.671,0.085,19359.0,29180.5,36000.0,0.649,40946.5,0.019,0.468,0.298,0.028,0.087,0.368,0.279,null,10350.0,"Edensor Park",0.447,47166.0,13059.0,27115.0,38722.5,null,8441.0,32026.0,21526.0,38812.5,0.466,127021514,0.585,44635.0,0.171,44709.5,0.098,0.366
43958.0,0.409,35716.0,8.039,39105.0,0.439,7093.0,1.104,0.087,15023.5,22708.0,27200.0,0.841,40469.0,0.032,0.763,0.334,0.052,0.094,0.449,0.388,null,7888.5,"Fairfield",0.594,42366.5,9810.0,25297.0,31239.0,null,6307.0,18790.0,17055.0,43012.0,0.534,127021515,0.836,35595.0,0.252,44093.0,0.092,0.372
51146.0,0.48,29408.0,9.475,38338.5,0.479,26106.5,1.109,0.116,17182.5,25255.0,29076.5,1.041,40904.5,0.035,0.791,0.404,0.051,0.097,0.487,0.54,null,8150.5,"Fairfield - West",0.716,43090.0,10449.0,25120.0,30463.0,null,7556.0,25789.0,17768.0,44674.5,0.679,127021516,1.098,40331.0,0.303,40913.5,0.131,0.468
54131.0,0.257,35822.5,4.667,39189.0,0.271,null,0.548,0.074,25010.0,29296.0,40552.5,0.495,46329.0,null,0.402,0.27,0.024,0.061,0.247,0.234,null,7329.0,"Greenfield Park - Prairiewood",0.311,38685.0,12079.0,35058.0,37194.5,null,8901.5,35190.0,20592.0,62049.0,0.281,127021517,0.47,31129.0,0.172,46631.0,0.067,0.258
null,0.101,30380.5,2.781,43413.5,0.187,27600.0,0.187,0.032,35219.0,29834.5,42488.0,0.343,32768.5,0.069,0.171,0.114,null,0.028,0.145,0.142,null,7479.0,"Horsley Park - Kemps Creek",0.124,37012.0,13450.0,35000.0,27477.0,null,8745.0,29188.0,23000.0,17612.0,0.397,127021518,0.163,41953.0,0.132,43755.5,0.066,0.162
62978.5,0.488,32434.5,10.117,39743.5,0.523,null,1.261,0.146,25687.0,27930.5,33055.0,0.947,41576.0,null,0.846,0.506,0.089,0.111,0.639,0.619,null,7838.0,"Smithfield - Wetherill Park",0.727,40559.5,12255.5,29375.0,34341.0,null,5064.0,30689.0,20352.0,27448.5,0.731,127021519,1.043,33706.0,0.312,48284.0,0.144,0.548
71004.0,0.356,33529.5,6.255,41094.0,0.363,22408.5,0.706,0.076,20900.0,28626.5,36551.0,0.685,46077.5,0.033,0.508,0.301,0.045,0.089,0.349,0.334,null,11530.0,"St Johns Park - Wakeley",0.403,41611.0,11397.0,27868.0,36820.0,null,7123.5,24910.0,19454.0,53010.5,0.382,127021520,0.742,47069.0,0.207,43053.0,0.075,0.348
null,null,null,0.143,50672.0,null,null,null,null,null,28358.0,null,null,null,null,null,null,null,null,0.024,null,null,2612.0,"Wetherill Park Industrial",0.024,null,null,null,null,null,null,null,null,null,null,127021521,0.025,null,null,31963.0,null,null
71235.0,0.519,38617.5,9.663,43790.0,0.587,19231.0,1.04,0.11,25491.5,32207.0,34982.0,0.961,41132.5,0.027,0.982,0.576,0.064,0.12,0.553,0.605,null,9725.0,"Casula",0.562,53946.0,11091.0,33526.0,42672.5,null,11109.5,36436.0,19891.5,41269.0,0.609,127031522,0.842,57376.5,0.279,47437.0,0.157,0.666
71723.0,0.637,42652.0,12.458,45968.0,0.764,17111.0,1.116,0.225,28461.0,35395.0,40389.0,1.101,51590.0,0.041,1.077,0.742,0.1,0.195,0.863,0.785,null,10125.0,"Chipping Norton - Moorebank",0.673,51541.5,14437.0,32277.0,46257.5,null,15724.0,38937.0,23199.0,51175.0,0.822,127031523,1.005,54374.0,0.467,48856.0,0.286,1.052
79700.0,0.781,46438.0,14.911,50336.0,1.059,11160.5,1.328,0.209,29436.5,39190.0,42410.0,1.197,57592.0,0.019,1.455,1.757,0.109,0.236,0.831,0.852,null,7806.0,"Holsworthy - Wattle Grove",0.895,59506.0,13067.0,24773.0,40773.0,null,11757.0,33336.0,18954.0,58529.5,0.85,127031524,0.972,70838.0,0.397,55932.0,0.277,1.198
34907.0,0.594,27128.5,13.065,39917.0,0.606,5635.5,1.998,0.145,20411.0,25620.0,30802.0,1.246,38075.0,0.026,1.642,0.633,0.059,0.123,0.658,0.729,null,9787.0,"Liverpool",0.847,40010.0,9557.0,22395.5,38038.0,null,9066.0,30839.5,19365.0,39814.0,0.753,127031598,1.263,44587.0,0.351,43104.0,0.19,0.616
56075.0,0.228,28580.5,5.42,41871.5,0.207,null,0.753,0.06,20665.0,24536.0,24645.0,0.546,31241.0,null,0.491,0.279,0.034,0.059,0.31,0.362,null,8026.0,"Lurnea - Cartwright",0.353,47422.0,9230.0,17931.0,34442.0,null,6095.5,26138.0,18813.0,36118.5,0.381,127031599,0.538,47271.0,0.163,43065.0,0.082,0.308
73462.0,0.629,38681.0,11.229,46611.5,0.626,null,1.257,0.125,22203.0,35749.0,41600.0,1.091,48850.0,null,1.234,0.625,0.08,0.168,0.672,0.718,null,7890.0,"Prestons - Edmondson Park",0.629,55486.0,12908.0,27804.0,43582.0,null,7857.5,37180.5,21602.5,50236.0,0.661,127031600,0.989,58233.0,0.263,51873.0,0.188,0.769
null,0.103,27033.0,2.865,31066.0,0.114,48171.0,0.422,0.128,15600.0,24236.5,30739.0,0.251,35589.0,0.065,0.371,0.104,null,0.03,0.139,0.148,null,11084.0,"Warwick Farm",0.203,46610.0,8699.5,17730.0,38127.0,null,14665.0,25656.0,18227.0,23289.0,0.125,127031601,0.273,24590.0,0.072,42503.0,0.05,0.104
96000.0,0.804,45440.5,13.244,50746.5,1.198,null,0.869,0.243,24359.0,33772.0,47335.0,1.221,60614.0,null,1.248,0.932,0.102,0.269,0.664,0.686,0.022,7165.0,"Gymea - Grays Point",0.89,61557.0,16983.0,28996.0,36874.0,111547.0,11954.0,31564.5,15280.5,38636.0,0.941,128011529,0.661,61848.0,0.471,55519.0,0.323,1.219
82996.0,0.656,36596.0,13.162,48092.5,1.087,6495.0,0.938,0.228,22477.5,31577.0,40870.0,1.342,51073.0,0.032,1.438,0.776,0.095,0.253,0.713,0.784,null,7939.0,"Miranda - Yowie Bay",0.923,56462.0,14676.5,30439.0,35548.0,null,12373.0,30736.0,17898.0,26788.0,0.932,128011530,0.738,62126.0,0.441,48636.5,0.284,0.972
90510.0,0.657,35700.0,10.21,44722.5,0.847,null,0.645,0.144,24844.5,31538.0,40000.0,1.154,50884.0,null,0.92,0.524,0.057,0.211,0.575,0.539,null,8791.0,"Sylvania - Taren Point",0.696,60000.0,14616.0,30932.0,37225.0,null,13949.0,26494.5,16644.0,35615.0,0.676,128011531,0.597,59020.0,0.337,49206.0,0.285,0.761
88234.0,0.421,40521.0,8.732,44470.0,0.653,13015.0,0.708,0.17,22497.0,34476.5,40000.0,0.834,48446.0,0.021,0.914,0.703,0.047,0.177,0.45,0.508,null,9383.0,"Caringbah",0.528,57165.0,13889.0,37163.0,39523.0,null,11919.0,37867.0,20482.5,26204.5,0.674,128011602,0.478,68207.5,0.311,43232.0,0.173,0.623
105020.0,0.465,42292.0,8.902,53687.0,0.827,null,0.538,0.183,19814.0,30713.0,43628.0,0.789,50913.0,null,0.789,0.563,0.054,0.19,0.489,0.484,null,5853.0,"Caringbah South",0.562,63746.0,16245.0,36366.0,34303.0,null,9901.0,23630.5,14636.0,26079.0,0.733,128011603,0.46,57664.0,0.264,50405.0,0.218,0.859
78821.0,0.841,41189.5,19.362,50000.0,1.565,3478.5,1.57,0.435,23511.0,31933.5,41110.0,1.414,49697.0,0.078,1.747,1.295,0.147,0.49,0.977,1.151,0.052,9520.0,"Cronulla - Kurnell - Bundeena",1.329,58448.0,11790.0,38277.0,35917.0,96286.0,9831.0,29211.5,16754.5,10927.0,1.664,128011604,1.023,63185.5,0.66,49060.0,0.44,1.659
null,0.155,47250.0,2.395,46427.5,0.247,null,0.152,0.058,20362.0,32156.0,41811.0,0.196,45242.5,null,0.203,0.136,null,0.058,0.107,0.117,null,11410.5,"Lilli Pilli - Port Hacking - Dolans Bay",0.139,66374.5,16116.0,31231.5,36933.5,null,6080.0,23266.0,11498.0,25165.0,0.182,128011605,0.119,58169.0,0.082,48100.0,0.076,0.245
102883.0,0.382,38716.0,5.913,61754.0,0.624,null,0.339,0.107,23534.0,31963.0,44958.0,0.485,53928.0,null,0.453,0.351,0.043,0.148,0.301,0.311,null,6905.0,"Woolaware - Burraneer",0.376,61019.5,15268.5,31007.5,31992.0,null,11765.0,25743.0,15135.5,6666.0,0.434,128011606,0.353,55961.5,0.176,44059.0,0.151,0.6
104911.5,0.198,37951.0,4.618,49045.5,0.375,null,0.264,0.059,31548.0,34321.0,43906.5,0.374,40744.0,null,0.521,0.405,0.049,0.053,0.246,0.241,null,5730.0,"Heathcote - Waterfall",0.295,66104.0,17210.0,25128.5,32679.5,null,8184.0,30335.0,17605.5,23620.5,0.351,128021533,0.261,62709.0,0.186,57215.5,0.063,0.534
82210.0,0.497,43528.0,8.598,47246.0,0.754,4409.0,0.564,0.164,24728.5,32225.0,40753.0,0.808,50800.0,0.036,0.769,0.522,0.068,0.187,0.467,0.38,null,9446.0,"Illawong - Alfords Point",0.486,57217.0,16535.0,30265.5,34097.0,null,5946.0,33938.0,17404.0,51692.0,0.61,128021534,0.538,45837.5,0.277,54898.0,0.206,0.966
94104.0,0.918,45388.0,16.936,54000.0,1.352,7808.5,1.167,0.314,23400.0,34171.0,45000.0,1.71,58713.0,0.027,1.575,1.101,0.146,0.311,0.98,0.873,null,7920.0,"Menai - Lucas Heights - Woronora",1.044,64297.0,15839.0,33433.0,34368.5,null,8477.5,34987.0,15945.0,59746.0,1.135,128021535,1.03,52447.5,0.568,57447.0,0.379,1.805
98490.0,1.109,48410.0,15.541,53178.5,1.593,16000.0,1.061,0.25,21588.0,37062.5,49000.0,1.259,68070.0,0.029,1.504,1.207,0.137,0.348,0.823,0.756,0.039,7047.5,"Oyster Bay - Como - Jannali",0.823,67600.0,19883.0,36617.0,34583.0,99107.0,8103.5,35079.0,16461.0,42315.0,0.976,128021536,0.752,58133.5,0.481,56074.0,0.295,1.597
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"Royal National Park",null,null,null,null,null,null,null,null,null,null,null,128021537,null,null,null,null,null,null
86323.0,0.939,46414.5,15.408,46328.5,1.429,null,1.266,0.25,23155.0,35602.5,43741.5,1.342,57169.0,null,1.653,1.122,0.125,0.318,0.772,0.839,0.019,9759.5,"Sutherland - Kirrawee",0.903,59465.5,16992.0,31344.0,37311.0,76889.0,9236.0,33250.0,21770.0,39092.0,0.956,128021538,0.784,62783.5,0.537,45784.0,0.299,1.356
92401.0,0.63,47308.0,12.103,51483.0,0.893,null,0.807,0.196,25882.0,36669.5,45502.0,0.949,53280.0,null,1.252,1.042,0.136,0.16,0.648,0.663,null,8163.0,"Engadine",0.79,68555.0,16509.0,31084.0,36399.0,null,9220.0,35070.0,21197.0,45766.0,0.964,128021607,0.664,61084.0,0.487,57583.0,0.213,1.213
93087.0,0.297,41884.0,5.637,45663.5,0.492,null,0.426,0.08,28455.0,35319.0,36201.5,0.458,58820.0,null,0.596,0.5,0.056,0.101,0.241,0.272,null,6854.0,"Loftus - Yarrawarrah",0.296,60117.0,13885.5,32763.0,38776.5,null,7335.0,34871.0,17263.0,49113.0,0.437,128021608,0.301,59890.0,0.176,61626.5,0.105,0.607
100366.0,0.165,47041.0,3.1,60611.5,0.271,null,0.168,0.041,23922.0,35464.5,44928.0,0.269,54340.0,null,0.29,0.265,0.041,0.042,0.171,0.158,null,5477.0,"Woronora Heights",0.221,67688.5,23346.0,19211.5,32690.0,null,11006.0,29155.0,15394.5,72155.0,0.243,128021609,0.171,67592.5,0.126,67600.0,0.054,0.306
