emp_total_female_45_64, total_male_15_64, employment_female, employment_female_25_44, emp_total_male_65up, employment_male_rate, employment_female_25_44_rate, employment_male_15_24, sa2_name16, employment_male, employment_female_45_64_rate, emp_total_person_15up, employment_male_65up, emp_total_female_15up, emp_total_female_25_44, emp_total_male_15up, employment_female_rate, employment_female_15_24_rate, emp_total_male_15_24, total_person_15_64, employment_male_45_64_rate, employment_male_25_44_rate, emp_total_male_25_44, employment_rate, employment_male_25_44, employment_female_65up, employment_female_45_64, employment_female_15_24, employment_male_45_64, total_female_15_64, employment_total, employment_female_65up_rate, emp_total_female_15_24, emp_total_female_65up, employment_male_65up_rate, sa2_code16, employment_male_15_24_rate, emp_total_male_45_64
1246,2747,2003,756,925,79.65053,68.78981,317,"Young",2188,66.211876,7739,167,4067,1099,3672,68.01358,55.166668,564,5692,73.38638,83.07985,1052,73.629654,874,91,825,331,830,2945,4191,8.110517,600,1122,18.054054,"101061543",56.205673,1131
1025,1993,1421,437,797,85.04767,69.69697,202,"Young Region",1695,65.46342,5573,213,2783,627,2790,71.22807,48.104958,346,3988,72.58064,86.84654,593,78.1344,515,148,671,165,765,1995,3116,18.781727,343,788,26.72522,"101061544",58.381504,1054
1072,2195,1749,644,523,85.6492,78.63248,280,"Avoca Beach - Copacabana",1880,74.906715,5478,113,2760,819,2718,76.98064,64.8294,471,4467,82.82026,91.07392,717,81.240204,653,55,803,247,834,2272,3629,11.270492,381,488,21.60612,"102011028",59.447983,1007
1557,2917,2299,780,1173,83.81899,77.68924,332,"Box Head - MacMasters Beach",2445,69.74952,8429,194,4339,1004,4090,74.37723,60.18868,572,6008,77.2409,88.985825,917,78.96139,816,114,1086,319,1103,3091,4744,9.134615,530,1248,16.53879,"102011029",58.041958,1428
2777,5347,4034,1474,1785,74.34075,71.79737,607,"Sawtell - Boambee",3975,65.39431,14994,190,7862,2053,7132,68.87485,59.3963,1092,11204,68.96413,82.69447,1774,71.4834,1467,134,1816,610,1711,5857,8009,6.683292,1027,2005,10.644258,"104021089",55.586082,2481
768,1263,867,246,586,72.20902,69.688385,97,"Urunga",912,63.151043,3736,66,1887,353,1849,67.00155,54.913296,206,2557,67.00581,78.04878,369,69.57372,288,41,485,95,461,1294,1779,6.9139967,173,593,11.262798,"104021090",47.08738,688
1740,3456,2350,926,1170,72.3669,70.47184,320,"Woolgoolga - Arrawarra",2501,61.49425,9448,112,4822,1314,4626,65.24153,52.91971,595,7058,64.38356,82.47012,1255,68.73052,1035,64,1070,290,1034,3602,4851,5.2459016,548,1220,9.57265,"104021091",53.781513,1606
438,1074,686,293,213,67.504654,65.99099,75,"Bourke - Brewarrina",725,62.78539,2580,67,1293,444,1287,63.225807,35.46798,201,2159,64.52282,69.565216,391,65.35433,272,46,275,72,311,1085,1411,22.115385,203,208,31.455399,"105011092",37.313435,482
477,1383,883,392,266,82.28489,69.014084,125,"Cobar",1138,67.71488,3213,64,1564,568,1649,69.80237,56.363636,229,2648,77.42504,86.882454,587,76.321754,510,44,323,124,439,1265,2021,14.715719,220,299,24.06015,"105011093",54.58515,567
483,1035,727,265,314,77.294685,68.298965,81,"Coonamble",800,67.08074,2736,96,1387,388,1349,67.880486,42.0,184,2106,70.34884,77.61194,335,72.507126,260,54,324,84,363,1071,1527,17.088608,200,316,30.573248,"105011094",44.02174,516
547,1327,947,357,447,85.8327,72.85714,133,"Nyngan - Warren",1139,72.39488,3530,129,1756,490,1774,73.984375,44.444443,244,2607,79.304634,83.08977,479,80.01534,398,86,396,108,479,1280,2086,18.067226,243,476,28.85906,"105011095",54.508198,604
765,1778,1012,391,604,64.34196,59.603657,118,"Walgett - Lightning Ridge",1144,58.954247,4496,151,2114,656,2382,60.309895,36.18677,289,3456,52.668213,67.145134,627,62.38426,421,77,451,93,454,1678,2156,17.660551,257,436,25.0,"105011096",40.83045,862
1667,4084,2271,989,1016,67.16454,60.012135,424,"Berkeley - Lake Heights - Cringila",2743,50.929813,10494,58,5394,1648,5100,54.908123,47.38124,834,8220,61.637142,77.61935,1613,60.997566,1252,44,849,389,1009,4136,5014,3.4976153,821,1258,5.7086616,"107011545",50.83933,1637
1121,2785,1404,613,860,59.92819,55.981735,235,"Port Kembla - Warrawong",1669,47.725246,7442,39,3797,1095,3645,51.259583,44.16826,512,5524,53.095844,70.2925,1094,55.62998,769,25,535,231,626,2739,3073,2.362949,523,1058,4.5348835,"107011546",45.898438,1179
951,1870,1389,421,722,88.77005,75.71942,173,"Deniliquin Region",1660,72.76551,5025,212,2433,556,2592,78.03371,55.311356,311,3650,78.40467,88.32391,531,83.53425,469,125,692,151,806,1780,3049,19.14242,273,653,29.36288,"109031183",55.62701,1028
676,1417,1181,501,744,89.06139,82.40131,166,"Moama",1262,70.11834,4477,105,2316,608,2161,77.49344,62.916668,235,2941,76.982895,92.02226,539,83.066986,496,55,474,151,495,1524,2443,6.9444447,240,792,14.112904,"109031184",70.6383,643
1207,2404,1808,637,1197,84.10982,73.89791,257,"Tocumwal - Finley - Jerilderie",2022,69.09693,7226,232,3625,862,3601,74.28102,54.246574,427,4838,73.40242,83.39439,819,79.16495,683,139,834,198,850,2434,3830,11.670865,365,1191,19.381788,"109031185",60.187355,1158
2645,6880,4839,1787,1507,69.91279,69.263565,895,"Armidale",4810,71.72023,17740,281,9353,2580,8387,64.935585,43.601257,2102,14332,75.71189,76.40167,2390,67.32487,1826,184,1897,971,1808,7452,9649,9.679116,2227,1901,18.646317,"110011186",42.578495,2388
3137,6207,4462,1727,2458,75.769295,68.55895,654,"Umina - Booker Bay - Patonga",4703,61.715015,18352,260,9687,2519,8665,66.62685,58.021133,1160,12904,68.73422,82.805626,2274,71.02449,1883,195,1936,604,1906,6697,9165,6.521739,1041,2990,10.577705,"102011040",56.37931,2773
1369,3106,2275,944,985,77.59176,72.67129,363,"Wyoming",2410,66.0336,8718,104,4627,1299,4091,69.44444,57.07237,667,6382,72.83431,86.16,1250,73.40959,1077,80,904,347,866,3276,4685,5.92154,608,1351,10.558375,"102011043",54.422787,1189
2823,5947,4588,1875,1792,79.737686,73.78985,703,"Bateau Bay - Killarney Vale",4742,66.09989,16645,205,8906,2541,7739,70.29263,61.478935,1220,12474,74.69162,87.45792,2376,74.79558,2078,132,1866,715,1756,6527,9330,5.5485497,1163,2379,11.439733,"102021044",57.62295,2351
1298,3183,2212,934,627,73.578384,65.36039,417,"Blue Haven - San Remo",2342,60.862865,8062,70,4252,1429,3810,62.43297,55.269608,798,6726,70.912224,84.300896,1223,67.707405,1031,37,790,451,824,3543,4554,5.218618,816,709,11.164274,"102021045",52.25564,1162
1228,2576,1697,656,962,73.48602,68.7631,280,"Budgewoi - Buff Point - Halekulani",1893,59.12052,7300,62,3762,954,3538,64.475685,57.77778,486,5208,66.925735,83.2618,932,68.93241,776,55,726,260,775,2632,3590,4.8672566,450,1130,6.444906,"102021046",57.61317,1158
2078,4515,3495,1348,1139,83.344406,75.68781,590,"Chittaway Bay - Tumbi Umbi",3763,69.923004,11816,157,6162,1781,5654,72.99499,64.37029,942,9303,79.39135,89.94118,1700,78.017845,1529,96,1453,598,1487,4788,7258,6.9868994,929,1374,13.784021,"102021047",62.632698,1873
1127,2480,1853,695,488,82.701614,75.46146,313,"Niagara Park - Lisarow",2051,70.54126,6110,72,3142,921,2968,72.95276,66.26016,527,5020,81.33836,90.02242,892,77.76892,803,37,795,326,863,2540,3904,6.146179,492,602,14.754098,"102011036",59.392788,1061
866,1753,1363,502,594,82.54421,73.715126,162,"Point Clare - Koolewong",1447,70.900696,4880,83,2533,681,2347,73.35845,59.807076,288,3611,76.85422,87.99414,683,77.81778,601,61,614,186,601,1858,2810,9.037037,311,675,13.973064,"102011037",56.25,782
921,1904,1576,606,653,85.03151,78.7013,207,"Saratoga - Davistown",1619,70.46688,5375,83,2818,770,2557,76.025085,68.84817,344,3977,79.49029,91.57609,736,80.33694,674,58,649,263,655,2073,3195,7.785235,382,745,12.710567,"102011038",60.17442,824
1918,3930,3210,1236,1136,85.64886,79.741936,498,"Terrigal - North Avoca",3366,69.60375,10481,209,5415,1550,5066,75.90447,65.57162,792,8159,79.11623,90.982506,1486,80.598114,1352,140,1335,499,1307,4229,6576,11.804384,761,1186,18.397888,"102011039",62.878788,1652
2705,5993,3968,1523,1896,72.01736,64.863716,762,"Gorokan - Kanwal - Charmhaven",4316,58.780037,16647,170,8758,2348,7889,62.527576,57.9273,1335,12339,65.748505,80.67812,2153,67.13672,1737,106,1590,749,1647,6346,8284,4.3946934,1293,2412,8.966245,"102021048",57.07865,2505
505,1035,784,262,202,83.18841,76.38484,126,"Jilliby - Yarramalong",861,74.0594,2482,49,1245,343,1237,74.80916,56.5,204,2083,83.463036,81.072556,317,78.97263,257,35,374,113,429,1048,1645,17.766497,200,197,24.257425,"102021049",61.764706,514
1365,2736,1892,676,1362,75.32895,70.416664,332,"Lake Munmorah - Mannering Park",2061,60.43956,8511,83,4413,960,4098,65.8316,59.562843,566,5610,69.236946,84.75676,925,70.463455,784,64,825,327,862,2874,3953,4.1585445,549,1539,6.0939794,"102021050",58.657246,1245
719,1530,1200,449,297,82.810455,75.97293,189,"Ourimbah - Fountaindale",1267,71.62726,3753,71,1926,591,1827,74.11983,61.812298,346,3149,81.651375,89.245285,530,78.34233,473,45,515,191,534,1619,2467,14.657981,309,307,23.905724,"102021051",54.62428,654
768,1649,1108,444,590,75.136444,73.75415,207,"Summerland Point - Gwandalan",1239,57.682293,4531,45,2292,602,2239,66.03099,59.090908,336,3327,67.19577,85.99641,557,70.54404,479,39,443,182,508,1678,2347,6.3517914,308,614,7.6271186,"102021052",61.607143,756
1947,4035,2845,1117,1481,74.02726,68.026794,385,"The Entrance",2987,61.171032,11611,173,6095,1642,5516,66.132034,57.503506,695,8337,64.95486,81.505104,1568,69.953224,1278,127,1191,410,1151,4302,5832,7.083101,713,1793,11.681296,"102021053",55.395683,1772
1172,2547,1627,626,1066,71.33883,66.17336,290,"Toukley - Norah Head",1817,58.532425,7483,63,3870,946,3613,63.086468,55.748375,462,5126,62.192013,80.61674,908,67.18689,732,58,686,257,732,2579,3444,4.4926414,461,1291,5.9099436,"102021054",62.77056,1177
645,1528,1181,502,324,80.89005,72.126434,196,"Tuggerah - Kangy Angy",1236,70.07752,3890,41,2038,696,1852,71.05897,60.747665,336,3190,79.37063,87.90323,620,75.76803,545,32,452,195,454,1662,2417,8.510638,321,376,12.654321,"102021055",58.333332,572
1269,3161,2401,1058,698,79.43689,78.0236,365,"Bathurst - East",2511,69.42474,7958,112,4099,1356,3859,72.58162,56.36896,714,6469,77.974686,87.95563,1262,75.931366,1110,77,881,385,924,3308,4912,9.734513,683,791,16.045845,"103011059",51.12045,1185
978,2084,1513,455,629,77.35125,79.82456,176,"Bathurst Region",1612,74.33538,5141,190,2428,570,2713,79.33928,52.64624,345,3991,71.906975,71.23494,664,78.30118,473,142,727,189,773,1907,3125,27.255278,359,521,30.206676,"103011060",51.014492,1075
574,1349,855,283,459,79.09563,72.93814,127,"Oberon",1067,66.20209,3442,139,1634,388,1808,73.139435,56.038647,315,2518,77.147766,77.87611,452,76.33042,352,76,380,116,449,1169,1922,16.344086,207,465,30.283224,"103011061",40.31746,582
732,1709,1205,465,584,85.78116,68.382355,171,"Condobolin",1466,67.349724,4636,186,2343,680,2293,69.412445,44.753086,316,3445,75.86207,84.03756,639,77.53265,537,102,493,145,572,1736,2671,16.803953,324,607,31.849316,"103021062",54.113926,754
1151,2328,1616,570,959,75.42955,67.77646,270,"Cowra",1756,59.77411,6894,154,3607,841,3287,65.37217,59.583332,471,4800,67.25912,77.79188,788,70.25,613,72,688,286,719,2472,3372,6.343612,480,1135,16.058393,"103021063",57.32484,1069
781,1479,1035,327,628,83.09669,73.9819,146,"Cowra Region",1229,63.380283,4142,156,2035,442,2107,71.6263,54.054054,273,2924,71.86312,86.33093,417,77.42818,360,93,495,120,567,1445,2264,15.762712,222,590,24.840765,"103021064",53.479855,789
1198,2718,1919,730,968,83.25975,74.71853,354,"Forbes",2263,68.53088,7389,216,3703,977,3686,71.92654,50.30426,571,5386,73.427155,85.836,939,77.64575,806,120,821,248,887,2668,4182,11.594203,493,1035,22.314049,"103021065",61.9965,1208
476,919,661,225,467,83.67791,74.01316,79,"Grenfell",769,63.865547,2758,112,1372,304,1386,72.31947,43.28358,139,1833,68.86598,82.71186,295,78.01418,244,74,304,58,334,914,1430,16.157206,134,458,23.98287,"103021066",56.834534,485
1266,2956,2065,825,787,78.34912,69.91525,364,"Parkes (NSW)",2316,63.27014,7862,118,4119,1180,3743,66.29214,53.961136,643,6071,74.833336,84.09704,1113,72.16274,936,78,801,361,898,3115,4381,7.768924,669,1004,14.993647,"103021067",56.609642,1200
462,950,607,183,334,78.947365,67.52767,89,"Parkes Region",750,64.71861,2468,103,1184,271,1284,67.67001,38.414635,178,1847,69.407265,78.313255,249,73.47049,195,62,299,63,363,897,1357,21.602787,164,287,30.838324,"103021068",50.0,523
668,1565,1123,415,526,89.52077,72.934975,176,"West Wyalong",1401,70.65868,4144,162,2053,569,2091,75.167336,56.031128,283,3059,79.44056,87.30159,567,82.51063,495,92,472,144,568,1494,2524,16.45796,257,559,30.79848,"103021069",62.19081,715
1561,3734,2184,843,1227,62.828068,65.60311,386,"Lithgow",2346,59.83344,9832,105,4871,1285,4961,63.121387,51.79153,756,7194,60.572544,64.12214,1441,62.96914,924,89,934,318,931,3460,4530,6.3075833,614,1411,8.557457,"103031070",51.0582,1537
1132,2287,1509,538,785,77.56887,70.789474,220,"Lithgow Region",1774,61.749115,6002,135,2930,760,3072,67.36607,52.58621,394,4527,71.199326,81.24119,709,72.52043,576,89,699,183,843,2240,3283,12.898551,348,690,17.197453,"103031071",55.837563,1184
2708,7434,5172,2059,1513,71.07883,75.53191,908,"Bathurst",5284,71.381096,18115,254,9168,2726,8947,72.18423,57.943386,1842,14599,72.34626,74.86015,3039,71.621346,2275,177,1933,1003,1847,7165,10456,8.836745,1731,2003,16.787838,"103011058",49.294247,2553
2345,5028,3398,1335,1551,69.769295,70.04197,493,"Broken Hill",3508,61.40725,13647,183,7068,1906,6579,66.36719,55.581127,934,10148,64.33506,75.478065,1778,68.05282,1342,140,1440,483,1490,5120,6906,7.186858,869,1948,11.79884,"105021097",52.783726,2316
278,747,393,144,188,72.690765,55.813953,53,"Far West",543,65.10791,1720,70,785,258,935,59.63581,30.0813,127,1406,69.55224,65.61404,285,66.57184,187,31,181,37,233,659,936,24.603174,123,126,37.234043,"105021098",41.732285,335
1072,2021,1376,473,914,73.97328,70.3869,134,"Coonabarabran",1495,61.19403,5896,212,2961,672,2935,66.634384,37.694702,353,4086,66.127495,73.58185,617,70.26432,454,126,656,121,695,2065,2871,14.0625,321,896,23.194748,"105031099",37.96034,1051
1389,2999,2368,915,617,80.86029,73.02474,381,"Dubbo - East",2425,70.84233,7624,144,4008,1253,3616,71.36829,58.72781,662,6317,79.06197,83.63954,1143,75.874626,956,72,984,397,944,3318,4793,10.434783,676,690,23.338736,"105031100",57.55287,1194
1608,4247,3236,1548,936,81.46927,73.854965,542,"Warnervale - Wadalba",3460,64.11691,10898,99,5715,2096,5183,69.44206,60.77406,913,8907,77.756035,90.3387,1801,75.17683,1627,76,1031,581,1192,4660,6696,7.2037916,956,1055,10.576923,"102021056",59.36473,1533
1136,2517,1563,605,700,70.162895,60.682045,280,"Wyong",1766,54.489437,6614,95,3397,997,3217,58.56126,53.544777,531,5186,65.75876,74.63466,958,64.192055,715,52,619,287,676,2669,3329,7.142857,536,728,13.571428,"102021057",52.730698,1028
769,1662,1222,467,610,85.13839,71.189026,159,"Narromine",1415,68.6606,4615,174,2343,656,2272,70.840576,46.0,325,3387,78.10414,84.52381,588,77.856514,497,89,528,138,585,1725,2637,14.401295,300,618,28.52459,"105031105",48.923077,749
1013,2621,1363,458,795,58.222054,59.403374,204,"Wellington",1526,61.59921,6480,188,3064,771,3416,61.479477,41.108543,549,4838,60.922787,48.217823,1010,59.71476,487,103,624,178,647,2217,2889,12.160566,433,847,23.647799,"105031106",37.15847,1062
1214,3020,2179,998,624,85.695366,74.7006,341,"Branxton - Greta - Pokolbin",2588,63.83855,7306,155,3662,1336,3644,70.56347,60.22305,549,6108,77.99353,91.33603,1235,78.04519,1128,82,775,324,964,3088,4767,14.285714,538,574,24.839743,"106011107",62.112934,1236
2529,6640,3761,1611,1618,60.63253,65.06462,679,"Cessnock",4026,54.013443,16568,157,8310,2476,8258,59.726852,53.40557,1399,12937,58.942585,62.51773,2820,60.1917,1763,94,1366,690,1427,6297,7787,4.669647,1292,2013,9.703338,"106011108",48.534668,2421
1121,2228,1588,587,565,77.513466,71.324425,226,"Cessnock Region",1727,61.64139,5719,115,2926,823,2793,66.694664,56.750572,406,4609,71.454384,83.21678,715,71.92449,595,62,691,248,791,2381,3315,11.376146,437,545,20.353983,"106011109",55.665024,1107
1306,2501,1806,648,839,82.76689,72.72727,240,"Dungog",2070,64.24196,6741,183,3401,891,3340,68.85246,49.06103,430,5124,74.173225,88.014984,801,75.64403,705,110,839,209,942,2623,3876,14.138818,426,778,21.81168,"106011110",55.813953,1270
2125,5240,3243,1423,1196,69.48473,67.21776,595,"Kurri Kurri - Abermain",3641,55.24706,13075,94,6639,2117,6436,61.327534,55.258125,1093,10528,63.419292,79.10375,2053,65.387535,1624,68,1174,578,1328,5288,6884,5.0333085,1046,1351,7.859532,"106011111",54.43733,2094
1832,5246,3192,1410,825,83.45406,68.38021,857,"Singleton",4378,61.954147,11904,125,5833,2062,6071,65.409836,59.02637,1255,10126,79.9161,89.827255,2084,74.75805,1872,65,1135,582,1524,4880,7570,6.8205667,986,953,15.151515,"106011112",68.28685,1907
648,1416,961,367,341,87.28814,74.2915,147,"Singleton Region",1236,63.425926,3398,107,1641,494,1757,70.09482,55.458515,241,2787,80.43796,87.95918,490,78.830284,431,56,411,127,551,1371,2197,20.74074,229,270,31.3783,"106011113",60.99585,685
687,1976,1411,705,364,77.530365,74.44562,198,"Maitland",1532,64.19214,4846,49,2506,947,2340,69.26853,59.801487,360,4013,71.88366,85.68233,894,73.336655,766,24,441,241,519,2037,2943,5.117271,403,469,13.461538,"106021114",55.0,722
3426,7901,5791,2502,1841,78.0281,71.52659,908,"Maitland - East",6165,63.660244,20587,222,10845,3498,9742,68.089355,59.645794,1628,16406,73.94435,86.26476,3218,72.87578,2776,165,2181,943,2259,8505,11956,7.051282,1581,2340,12.058663,"106021115",55.773956,3055
1022,2197,1806,741,505,86.25398,80.983604,271,"Maitland - North",1895,73.287674,5625,108,2923,915,2702,76.98209,64.05868,450,4543,82.32804,92.01995,802,81.46599,738,54,749,262,778,2346,3701,9.358752,409,577,21.386139,"106021116",60.22222,945
2489,6614,4656,2146,1260,78.590866,69.69795,858,"Maitland - West",5198,61.028526,16410,157,8536,3079,7874,66.18337,60.531696,1391,13649,72.76386,85.57081,2987,72.19576,2556,103,1519,888,1627,7035,9854,6.862092,1467,1501,12.460318,"106021117",61.682243,2236
1320,3216,2417,1079,477,83.768654,78.0188,397,"Thornton - Millers Forest",2694,67.19697,7494,77,3801,1383,3693,72.56079,64.01274,649,6547,81.51125,91.15646,1323,78.06629,1206,49,887,402,1014,3331,5111,10.425532,628,470,16.142557,"106021118",61.171032,1244
804,1612,1154,398,540,76.11662,76.53846,203,"Anna Bay",1227,64.054726,4381,58,2229,520,2152,69.559975,62.686565,352,3271,70.86008,86.07069,481,72.7912,414,31,515,210,552,1659,2381,5.4385967,335,570,10.740741,"106031119",57.670456,779
938,1777,1035,371,780,70.23073,62.35294,148,"Lemon Tree Passage - Tanilba Bay",1248,52.452026,5132,56,2575,595,2557,58.375633,49.583332,289,3550,64.85261,77.88779,606,64.30986,472,53,492,119,572,1773,2283,6.608479,240,802,7.179487,"106031120",51.21107,882
2775,5012,3838,1356,2836,78.51157,74.30137,521,"Nelson Bay Peninsula",3935,61.08108,16547,301,8699,1825,7848,69.9344,64.3018,890,10500,69.018654,85.205315,1656,74.02857,1411,216,1695,571,1702,5488,7773,6.7268763,888,3211,10.613541,"106031121",58.539326,2466
1695,3972,2440,975,923,71.09769,61.94409,463,"Raymond Terrace",2824,56.40118,10092,104,5197,1574,4895,59.3963,53.158524,875,8080,67.87727,78.2,1500,65.14851,1173,63,956,446,1084,4108,5264,5.785124,839,1089,11.267606,"106031122",52.914288,1597
866,1682,1304,416,376,87.03924,79.69349,223,"Seaham - Woodville",1464,70.78522,4121,89,2063,522,2058,74.1752,59.45946,356,3440,84.774666,90.29703,505,80.46512,456,55,613,220,696,1758,2768,18.032787,370,305,23.670214,"106031123",62.64045,821
671,1023,667,175,1059,72.43402,64.81481,66,"Tea Gardens - Hawks Nest",741,51.71386,4263,95,2181,270,2082,60.307415,47.878788,132,2129,60.487804,75.36232,276,66.13434,208,66,347,79,372,1106,1408,6.139535,165,1075,8.970727,"106031124",50.0,615
1684,4016,2806,1180,981,81.374504,74.0276,478,"Williamtown - Medowie - Karuah",3268,64.786224,9935,138,4938,1594,4997,69.94018,61.17166,791,8028,76.79856,88.05395,1557,75.66019,1371,86,1091,449,1281,4012,6074,9.287257,734,926,14.067278,"106031125",60.429836,1668
1322,3848,2154,966,598,70.45219,63.51085,385,"Muswellbrook",2711,59.077156,8715,80,4269,1521,4446,60.71026,50.496452,701,7396,68.06032,74.22986,1688,65.7788,1253,51,781,356,993,3548,4865,7.073509,705,721,13.377927,"106041126",54.92154,1459
501,1180,833,327,298,88.05085,73.814896,137,"Muswellbrook Region",1039,70.45908,2904,84,1426,443,1478,72.05882,50.943398,225,2336,81.78294,90.20501,439,80.136986,396,45,353,108,422,1156,1872,16.666666,212,270,28.18792,"106041127",60.88889,516
657,1610,1215,541,436,88.447205,75.98315,203,"Scone",1424,68.94977,4241,83,2195,712,2046,73.148705,59.931507,297,3271,81.818184,91.57734,653,80.67869,598,46,453,175,540,1661,2639,8.614232,292,534,19.036697,"106041128",68.35017,660
1041,2267,1672,646,694,87.51654,73.15968,216,"Scone Region",1984,67.819405,5937,192,2976,883,2961,72.72727,50.133335,361,4566,77.68281,88.86284,853,80.07008,758,132,706,188,818,2299,3656,19.497784,375,677,27.665707,"106041129",59.833794,1053
2918,6713,4610,1986,2067,75.15269,72.06096,778,"Dapto - Avondale",5045,59.150105,18202,161,9422,2756,8780,65.72569,57.53731,1419,13727,70.579384,84.59788,2636,70.33583,2230,127,1726,771,1876,7014,9655,5.2740865,1340,2408,7.7890663,"107011131",54.827343,2658
1077,2642,2100,1024,431,82.1726,81.33439,334,"Horsley - Kembla Grange",2171,65.08821,6421,47,3348,1259,3073,73.04348,64.19295,579,5517,80.16789,92.432434,1110,77.41526,1026,29,701,346,764,2875,4271,6.1310782,539,473,10.904872,"107011132",57.685665,953
0,4,0,0,4,0.0,0.0,0,"Port Kembla Industrial",0,0.0,8,0,0,0,8,0.0,0.0,0,4,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,"107011133",0.0,4
2103,4643,3381,1391,1029,78.80681,76.47059,635,"Unanderra - Mount Kembla",3659,65.52544,11755,121,6083,1819,5672,69.5679,58.422176,1061,9503,75.8961,87.02474,1657,74.08187,1442,64,1378,548,1461,4860,7040,5.2330337,938,1223,11.758989,"107011134",59.849197,1925
562,1143,859,292,434,86.87664,68.2243,119,"Gilgandra",993,69.39502,3239,134,1662,428,1577,72.06376,47.0297,215,2335,77.38971,83.072914,384,79.31477,319,82,390,95,421,1192,1852,17.446808,202,470,30.875576,"105031104",55.34884,544
962,1653,1142,343,786,73.744705,63.636364,120,"Tenterfield",1219,58.627857,4947,184,2508,539,2439,65.44412,45.491802,255,3398,61.668427,73.39246,451,69.48205,331,124,564,111,584,1745,2361,16.251638,244,763,23.40967,"110021194",47.058823,947
2751,6635,4968,2213,1463,77.33233,74.112526,729,"Seaford (SA)",5131,66.812065,16788,142,8690,2986,8098,70.668564,64.037125,1342,13665,74.77292,85.30129,2871,73.90414,2449,89,1838,828,1811,7030,10099,5.361446,1293,1660,9.706083,"403041087",54.321907,2422
546,1313,968,368,347,101.21858,74.49393,91,"Kulin",1329,82.41758,3120,178,1460,494,1660,83.73702,52.58621,131,2469,87.07692,92.85714,532,93.033615,494,89,450,61,566,1156,2297,29.276316,116,304,51.29683,"509031247",69.46565,650
1581,2594,1968,672,1343,73.70856,71.87166,226,"Old Bar - Manning Point - Red Head",1912,60.65781,8249,148,4312,935,3937,66.73449,55.196304,415,5543,64.131996,82.038216,785,69.9982,644,98,959,239,894,2949,3880,7.190022,433,1363,11.020104,"108051168",54.457832,1394
2639,5147,3278,1193,2178,65.24189,60.712467,541,"Taree",3358,54.452446,15524,204,8199,1965,7325,57.6301,46.402214,1096,10835,61.123203,68.92816,1754,61.245964,1209,145,1437,503,1404,5688,6636,5.774592,1084,2511,9.366391,"108051169",49.361313,2297
357,786,493,177,179,87.53181,61.458332,70,"Murray",688,65.266106,1837,55,872,288,965,68.0,66.25,109,1511,80.48781,86.36364,308,78.16016,266,30,233,53,297,725,1181,20.408163,80,147,30.726257,"509031248",64.220184,369
1652,3362,2707,1084,805,82.95657,80.35582,310,"Thirroul - Austinmer - Coalcliff",2789,72.09443,8581,140,4414,1349,4167,75.868835,60.670193,589,6930,79.33207,91.06239,1186,79.30736,1080,88,1191,344,1259,3568,5496,10.401892,567,846,17.391304,"107041148",52.63158,1587
1973,4689,4032,1824,1114,85.434,80.458755,616,"Dubbo - South",4006,73.03599,12552,213,6749,2267,5803,76.84391,63.2572,937,9936,78.977936,89.50739,2030,80.89774,1817,130,1441,637,1360,5247,8038,8.655127,1007,1502,19.120287,"105031101",65.74173,1722
894,2389,1876,859,568,81.74969,75.41703,322,"Dubbo - West",1953,69.46309,6197,120,3240,1139,2957,73.1099,60.412758,534,4955,77.710106,84.4294,1034,77.27548,873,74,621,322,638,2566,3829,10.979228,533,674,21.12676,"105031102",60.299625,821
799,1634,1305,450,448,90.51408,80.645164,189,"Dubbo Region",1479,75.34418,4044,165,1962,558,2082,81.3591,65.18219,302,3238,81.07448,89.86355,513,85.979,461,92,602,161,664,1604,2784,25.698324,247,358,36.830357,"105031103",62.582783,819
517,1217,714,281,541,71.48727,73.177086,124,"Windang - Primbee",870,57.253384,3455,47,1697,384,1758,64.968155,55.050507,214,2316,60.90604,82.55528,407,68.39378,336,28,296,109,363,1099,1584,4.6822743,198,598,8.687615,"107011547",57.943924,596
0,0,0,0,4,0.0,0.0,0,"Illawarra Catchment Reserve",4,0.0,4,4,0,0,4,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,4,0.0,0,0,100.0,"107021135",0.0,0
1769,4381,3278,1452,778,82.08172,76.54191,634,"Albion Park - Macquarie Pass",3596,67.269646,10731,87,5572,1897,5159,70.46432,58.62069,1019,9033,79.03615,91.83314,1702,76.09875,1563,58,1190,578,1312,4652,6874,6.304348,986,920,11.182519,"107031136",62.21786,1660
888,2011,1363,579,512,76.67827,70.69597,262,"Albion Park Rail",1542,58.445946,5190,60,2667,819,2523,64.11101,57.279236,428,4137,71.0362,83.248085,782,70.21996,651,25,519,240,569,2126,2905,4.6210723,419,541,11.71875,"107031137",61.214954,801
1082,2064,1576,555,899,80.37791,78.723404,232,"Kiama",1659,65.0647,6144,103,3181,705,2963,73.2342,68.49315,389,4216,73.80254,87.269936,652,76.7315,569,67,704,250,755,2152,3235,6.511176,365,1029,11.457174,"107031138",59.640102,1023
2583,5769,4432,1928,1363,80.464554,78.02509,652,"Woonona - Bulli - Russell Vale",4642,69.29926,14987,141,7855,2471,7132,72.90673,59.90244,1146,11848,77.03765,90.07253,2206,76.58677,1987,100,1790,614,1862,6079,9074,5.6306305,1025,1776,10.344828,"107041150",56.893543,2417
